ID,City or FUA,Region,Name (short English title),Native language title,Short description of the intervention,Website of the intervention,Climate-related ambition and performance ,Land surface temperature,Carbon storage,Stormwater holding capacity,Biodiversity-related ambition and performance,Coastal habitat,Green/Blue Area Fraction,Protected Area,Social justice-related ambition and performance, Inclusiveness of project beneficiaries,Population access,Recreation potential,"Alignment of NBS Targets with Climate, Biodiversity, and Social Objectives ",Diversity of stakeholder involvement,Long-term perspective,Potential for high-quality project result delivery,Climate,Biodiversity,Social Justice,Transformative Potential
305,Göteborg (FUA),Europe,Torslanda school,Torslandaskolan F-6,"Torslanda School is a newly built elementary school (years 0-6) where the schoolyard includes innovative ways to manage rainwater. The school was initially part of the Rain Gothenburg project, which aims to make the city, and this school, the best in the world when it rains. It was also a pilot project within the city's ""equal building"" initiative, aiming to make indoor and outdoor environments accessible and attractive to everyone regardless of gender identity, functional diversity or age [Ref. 1]. The main element of the schoolyard is a ""river"" to which water will be led when it rains, combining stormwater management with opportunities for play and education. The system will retain about 310 m3 of water and treat it before releasing it to a recipient. The river will be used to teach the children about climate, ecology, biodiversity and the water cycle. The river and schoolyard are connected to a natural wetland [Ref. 3, 4]. The school is run by the City of Gothenburg, who initiated the project, employing an architecture firm and a construction company to design and build the school and schoolyard [Ref. 3-5].",https://goteborg.se/wps/portal/start/goteborg-vaxer/hitta-projekt/stadsomrade-hisingen/torslanda/torslandaskolan%20-%20nybyggnad#:~:text=Torslandaskolan%20F-6%20blir%20klar%2cmed%20att%20tidigare%20byggnader%20revs.,4,1,2,2,1,0,2,1,3,4,2,1,2,3,2,4,9,4,10,11
306,Dublin (FUA),Europe,The Dublin Open Air Laboratory,NA,"The Ringsend Open-Air Laboratory project in Dublin, Ireland, is part of a broader effort to adapt urban areas to increasing climate change risks. This initiative focuses on installing green roofs and deploying a network of environmental sensors to enhance urban resilience. Launched in 2018 under the Horizon 2020 OPERANDUM project, the effort seeks to find nature-based solutions for climate change impacts worldwide. Led by the University of Bologna, OPERANDUM involves over 20 partners, primarily in Europe, working together to address environmental challenges like flooding, drought, and coastal erosion through the establishment of ten ""Open Air Laboratories"" globally.
In Dublin, the project aims to bolster flood resilience in Ringsend, a critical economic area near the city’s tech district, which faces substantial flood risks due to its low elevation and proximity to the Dodder River. This river, which flows through both rural and urban areas before meeting the River Liffey near Ringsend, has caused property and infrastructure damage from extreme rainfall and combined river and tidal flooding.
Green roofs play a key role in mitigating urban flood risks in this project. These rooftop gardens absorb large volumes of rainfall before it reaches the streets, easing the load on existing flood prevention systems like storm drains and gullies and reducing the need for additional ""grey"" infrastructure. Based on community insights and recommendations, construction has begun on a green roof on top of the CHQ building in Dublin’s Docklands, in partnership with Dogpatch Labs.Complementing this, over 100 sensors have been deployed in recent research trials across Dublin. OPERANDUM researchers are now building on this foundation to create a denser, more reliable, and cost-effective sensor network, with data from earlier low-cost sensor trials made publicly accessible via Dublinked,  Dublin’s open data platform, and exploring the use of LPWAN for environmental sensing. (1-5, 7)",https://smartdocklands.ie/projects/operandum/,2,1,3,2,1,0,1,1,2,1,4,1,3,4,3,2,8,3,8,12
307,Cartagena (FUA),Latin America and the Caribbean,Revitalization of parks in Almirante Colón neighborhood,Recuperación de los parques en el Barrio Almirante Colón,"The revitalization and environmental recovery initiative in the Almirante Colón neighborhood of Cartagena focused on transforming green spaces and addressing environmental hazards posed by improper waste disposal and urban degradation. The primary goals of the project were to enhance urban green spaces, improve community well-being, and mitigate environmental hazards such as pollution and improper waste management (ref 1,2). The initiative involved multiple stakeholders, including the local government, community leaders, and private sector actors. The Gerencia de Espacio Público y Movilidad led the revitalization of three parks, focusing on cleaning up waste, maintaining green areas, and upgrading recreational facilities. Parallelly, Veolia, a private sector partner, worked with community leaders to recover neglected areas that were previously used for dumping mixed waste and beutify the environment. These efforts included planting activities, installation of solar lamps, and community education on proper waste disposal practices​ (ref 1,2). The revitalization of the parks benefited over 400 families, providing them with safe and clean recreational spaces. The project also successfully eliminated a significant dumping site, reducing pollution and enhancing the neighborhood's aesthetic appeal. Moreover, the initiative fostered a stronger sense of community ownership and responsibility towards maintaining the improved environment​ (ref 1,2).",https://caracol.com.co/2023/09/30/revitalizaron-y-entregaron-tres-parques-en-barrio-almirante-colon-de-cartagena/,1,1,3,4,3,1,4,1,1,2,4,3,2,3,1,1,9,9,10,7
309,Berlin (FUA),Europe,Community garden on Graveyard,Prinzessinnengarten auf dem Neuen St. Jacobi Friedhof,"The Prinzessinnengarten Kollektiv Berlin is a community garden in the New St Jacobi Cemetery in Berlin-Neukölln that invites people to join in gardening and experience nature. As part of open gardening days, people can participate in the design of the garden areas and gain experience in the local, ecological cultivation of useful plants. The main aim of their work is to provide opportunities for education and participation. Activities are open to everyone and range from sowing, planting and harvesting to seed production, processing and preserving vegetables, keeping bees to questions of community-based urban habitat design.The community also has its own farm shop where seeds, food and processed products are sold. (Ref. 1; Ref. 4) Numerous projects for recycling and upcycling, innovative cultivation methods, organic beekeeping, composting methods and post-fossil mobility use the Prinzessinnengarten as a platform for sustainable urban living. Artists also work in the garden with participatory methods on the question of how cities and their coexistence can be designed in a sustainable and resource-saving way. Outside the Prinzessinnengarten, offshoot gardens are set up and collaborations are developed to build nationwide and European networks. Through lectures, workshops, study visits and participatory research in the garden, we endeavour to include and further develop the topics associated with the Prinzessinnengarten in discussions and education. (Ref. 7)
 
The project is located on a cemetery, which has been partially closed since 2016. This means that burials are no longer carried out on the site and the existing rights of use of the 500 or so remaining graves will no longer be extended after expiry. The church association lends the land to the project in exchange for maintenance work on the surrounding grounds. (Ref. 6)",https://prinzessinnengarten-kollektiv.net/,1,3,4,2,4,0,2,1,4,2,3,1,3,3,2,2,10,7,10,10
310,Phoenix (FUA),Northern America,Urban Farming Education Garden Install at Valencia Newcomer School,NA,"In Phoenix, over half a million people are facing hunger, including schoolchildren, working parents, seniors on fixed incomes, and other marginalized groups. Factors such as limited food access and poor food quality—commonly referred to as 'food deserts'—worsen the problem. Food deserts are areas where residents have little to no access to fresh, healthy, and affordable food. Of the 55 food deserts in Maricopa County, 43 are located in Phoenix, affecting nearly half of the city's population
Agave Environmental Contracting, an NGO, is working to address food scarcity through education. The organization founded the Urban Farming Education (UFE) program to teach people how to grow their own food as a solution to food insecurity and to promote agricultural opportunities throughout the Valley. The goal of UFE is to educate individuals on creating their own gardens for sustenance, ecotherapy, social impact, and even urban farming for profit.
The program specifically targets schools, domestic violence shelters, homeless shelters, foster care prevention centers, and communities with disabled or elderly residents. In 2024, UFE partnered with the Valencia Newcomer School to install raised garden beds filled with roses and fruit trees. This project provided hands-on STEM learning during the installation, fostered networking opportunities through industry experts and community members, and helped promote the UFE program. It also highlighted how the initiative contributes to urban farming education and empowers local communities. (1-5, 7)",https://www.instagram.com/weareufe/reel/C3k9u4Vh8f4/?locale=pt_PT,1,1,1,3,3,0,3,1,4,2,3,1,2,2,2,3,6,7,10,9
311,Fort-de-France (FUA),Latin America and the Caribbean,Great bay mangrove action plan,Actions de reconquête de zones de mangrove,"In the bay of Fort-de-France, mangroves cover nearly 1,300 hectares, representing about 70% of the total mangrove area in Martinique. This plant formation, characteristic of tropical marine environments, is essential for the ecological balance of the bay. Mangroves act as filters, purifying marine and river waters, protecting the coastline against erosion, and providing habitat for various marine flora and fauna.
However, this fragile ecosystem is threatened by wave-induced erosion, urbanization, the spread of invasive species, and pollution. In response to these challenges, the French Coastal Protection Agency (Conservatoire de l'espace littoral et des rivages lacustres, CELRL) and its partners have launched an initiative to restore several mangrove areas as part of the “Contrat de la Grande Baie de Martinique"" which is a collaborative initiative aimed at the sustainable management and restoration of the coastal and marine environment of the Greater Bay of Martinique. This contract typically involves partnerships between various stakeholders, including government agencies, local municipalities, environmental organizations, and community groups. The project identified several sites totaling 3.81 hectares in the Greater Bay area that require reclamation.
The project aims to restore mangrove populations by creating favorable conditions through actions such as clearing invasive species and trash, followed by replanting with white, black, or red mangrove seedlings, depending on the environmental characteristics of each site. Additionally, the initiative seeks to engage the public and youth through volunteering days and awareness campaigns (Refs 1-9).",https://grandebaiemartinique.com/action/actions-de-reconquete-de-zones-de-mangrove/,2,1,4,3,4,1,3,3,2,1,2,2,4,2,3,3,10,11,7,12
312,Iaşi (FUA),Europe,Management of Uricani Natural Areas,Management reservatie naturale padurea Uricani,"This initiative focused on creating a management plan for the Uricani forest, a protected area located near Iasi. Designated as both a nature reserve and a Natura 2000 site, the forest is crucial for its ""Dacia oak & hornbeam forests"" habitat and the presence of the stag beetle, the largest beetle in Romania and Europe.
Despite existing nature protection designations, the environmental NGO ""Asociația Ecoturistică Prietenii Pădurii Bălțătești"" recognized the need for an updated management plan. With European funding, the NGO developed a model plan for protected areas in Neamt and Iasi counties, including Uricani forest.
The NGO conducted monitoring activities in cooperation with forestry directorates to assess habitat conditions and stag beetle populations. The goal was to identify risks and requirements for species conservation and design appropriate management actions. Additionally, the organization aimed to promote the area's tourism potential and conduct awareness-raising activities with local communities and schools.
The completed management plan, developed through public consultation and approved by the Romanian environmental ministry, included measures for natural habitat regeneration, ensuring suitable conditions for the stag beetle, addressing illegal logging, pasturing, and waste disposal, and establishing information points and educational activities for the community. (1-7)",https://www.mmediu.ro/articol/mmap-supune-dezbaterii-publice-planul-de-management-si-regulamentul-sitului-de-importanta-comunitara-rosci0181-padurea-uricani-si-al-rezervatiei-naturale-2-538-padurea-uricani/1049,1,3,4,4,4,0,4,3,4,2,2,4,3,2,3,4,12,11,12,12
313,Sevilla (FUA),Europe,Torre Sevilla Green Roof,NA,"The Torre Sevilla is a commercial building complex with extensive green roofs. The green roofs cover 11000 or 12000 m2 (different sources report different numbers) and aim to contribute to thermal isolation and energy efficiency of the building, improve air quality and provide an urban green space for relaxation and recreation [Ref. 1-3]. The green roofs include a mosaic of different vegetation types and about 60 mostly native plant species. There is a rainwater recovery system that allows the gardens to be irrigated in a sustainable way [Ref. 1-3, 6]. The building finished construction in 2017 and the gardens were initially not available to the public. In 2023, the owner applied for a permit to host events in the gardens, which will allow the public to visit on occasion [Ref. 1, 3-5].",https://www.torre-sevilla.com/cubiertas-verdes-eventos/,4,1,4,3,3,1,3,1,3,3,3,3,3,1,2,1,12,8,12,7
314,Gdansk (FUA),Europe,Rain Garden at the Municipal Flood Protection Warehouse,Ogród deszczowy przy Miejskim Magazynie Przeciwpowodziowym przy ul. Kaczeńce,"Rainwater management in Gdańsk presents significant challenges due to the city's hydromorphological conditions, including high groundwater levels and steep terrain. These factors, coupled with the periodic inefficiency of the storm sewer system and the intensification of extreme weather events such as heavy rainfall, have necessitated innovative solutions. Gdańsk has responded by implementing a climate change adaptation policy that promotes the use of open drainage systems, including small retention facilities like rain gardens. These gardens help mitigate the risks associated with excessive rainfall while enhancing urban sustainability.
The first rain garden in Gdańsk was established in the Stogi district at the Flood Control Warehouse on Kaczeńce Street. This facility collects and utilizes rainwater from nearby paved surfaces, aiming to manage rainfall of at least 30 mm during intense, short-term downpours. Utilizing a variety of perennials such as marsh marigold, common loosestrife, comfrey, hemp agrimony, common calamus, and arrowhead, the garden retains and filters rainwater naturally, increasing efficiency and ecological benefits. Rain gardens absorb water up to 40% better than traditional lawns. They reduce rainwater runoff, mitigate flood risks, filter pollutants, improve biodiversity, and enhance urban air quality while lowering temperatures. 
The garden was created as part of a broader investment in the Flood Control Warehouse in Stogi, a facility opened in 2017 at a cost of over PLN 5 million. Strategically located near the Sucharski Route and the Martwa Wisła tunnel, the warehouse supports rapid response to flood emergencies, storing over 100 types of equipment, from shovels to large generators. This combination of infrastructure and green solutions demonstrates Gdańsk's commitment to urban resilience and environmental sustainability. (1-4)",https://klimada2.ios.gov.pl/ogrod-deszczowy/ogrody-deszczowe-w-gdansku/,2,1,3,2,2,1,2,1,2,1,2,2,4,2,3,2,8,6,7,11
315,Mobile (FUA),Northern America,Tricentennial Park improvements,NA,"The project for Tricentennial Park involves a series of improvements aimed at enhancing its overall infrastructure and appeal. Among the planned upgrades is an enhancement of the pavilion, along with the addition of other site amenities (Ref 1). A lake is also being created as part of the project (Ref 2). Currently, work is underway on phase two, which includes landscaping, the construction of a group picnic pavilion, walking trails, a parking area, and even a misting machine to provide relief during hot weather (Ref 2).
One of the key highlights of the project is the opening of a new playground in 2024, featuring a unique design. The park is laid out in a figure-eight pattern, and a sign within the park highlights its recognition for following “best practices in youth fitness,” encouraging children to stay active through sliding, swinging, spinning, climbing, brachiating, and balancing (Ref 2). This park is the first in Mobile designed exclusively for passive use, without ball fields, providing a space for families and individuals to enjoy the playgrounds (Ref 4). The park fosters social interaction, allowing children to build friendships and create lasting memories while spending time with their families (Ref 4). The park also boasts beautiful scenery, adding an aesthetic dimension to the overall experience (Ref 2).
Tricentennial Park is part of the larger Three Mile Green Trail, a 6.5-mile linear park. A one-mile segment of the trail is located within Tricentennial Park. The trail will be expanded east to MLK Boulevard and west to Bush Park by 2024 (Ref 1).",https://www.cityofmobile.org/news/mobiles-parks-getting-makeovers/,2,1,2,4,1,1,3,1,2,2,2,1,1,1,1,1,9,6,7,4
316,Iaşi (FUA),Europe,Bring Nature Home,Bring Nature Home,"Bring Nature Home project, partly financed by and implemented under the New European Bauhaus programme by the organisation ""UrbanizeHub"", is an initiative focused on encouraging and helping the city of Iasi to become more green while strengthening urban communities (1 & 3). More concretely the project sought to transform an unused space in a residential area of a neighborhood in Iasi through a ""biophilic design"", with the involvement of the local community (1 - 5). The space was then transformed into a green area that would help the residents reconnect with nature (1 & 4). The implementation later helped develop a handbook that could be used to reproduce the methods of the initiative in other urban settings (4 & 5). 
Involving the local community, including children from the nearby daycare, the project conducted five workshops. These workshops focused on educational activities, improving the connection with urban nature, and ultimately creating an urban garden  which included perennial plants, and insect and bird houses (5, pp. 53 to 58). 
Beyond community engagement and inter-generational dialogue, the project highlighted the importance of natural elements and biodiversity in urban settings. It also facilitated knowledge exchange among public institutions, NGOs, and private companies. With additional funding from IULIUS and municipal approval, the initiative successfully transformed the unused space into a thriving green area (4 & 5, p. 67 & 71).",https://urbanizehub.com/bring-nature-home/,2,1,1,2,4,0,2,1,4,3,3,1,4,3,4,4,6,7,11,15
318,Berlin (FUA),Europe,Urban wetland on industrial site,Wasserbecken auf dem Industriegebiet der Malzfabrik,"On the site of a former malthouse in Berlin, a company has developed a sustainable rainwater storage system to prevent flooding in the sealed environment, which had been vacant for several years. Once used for malt production, the site is now home to offices, studios, manufacturing businesses, and hosts sustainable events. The site's transformation includes natural gardens, tenant gardening beds, green roofs, and two outdoor water basins that retain rainwater, creating a blue space for recreation. (Ref. 1)
The two ponds are filled with filtered rainwater, and an underground tank stores additional water, allowing it to seep away gradually. Native plants surround the ponds, creating a habitat for local wildlife. Given that much of the surrounding area is sealed, the ponds help mitigate urban flooding by managing and storing rainwater, reducing the site's reliance on the urban sewage system. Additionally, as Berlin faces extreme heat in summer, the project offers a cooling effect and provides access to filtered water during droughts. (Ref. 1; Ref. 2)
The project is managed and financed by IGG Malzfabrik mbH, which oversees the entire site in Berlin's industrial area and rents out office spaces to various companies. This initiative is part of a broader sustainability strategy that addresses social, economic, and ecological factors, and it is featured in the company’s common good economy report (Gemeinwohl-Ökonomie Bericht). (Ref. 5)",https://malzfabrik.de/,4,1,1,2,4,0,2,1,3,2,3,1,3,2,4,3,8,7,9,12
319,Gdansk (FUA),Europe,Growroom,Growroom – sferyczny ogród społeczny w Gdańsku,"The Growroom is a spherical urban garden made of plywood, designed as a temporary installation in Gdańsk’s Strzyża district. Originally created by Danish architects Sine Lindholm and Mads-Ulrik Husum, the structure was adapted for this location as part of a collaborative initiative. It provides a small, functional space where residents can plant and enjoy greenery within the city.
In Gdańsk, the Growroom was used to cultivate flowers, herbs, and strawberries, with the plant selection curated by Joanna Paniec, a specialist in the city’s green initiatives. A central bench within the structure offers a simple resting spot for visitors. While visually appealing, the installation primarily served as a short-term experiment in integrating greenery into urban settings.
The project was co-financed by the Danish Cultural Institute, the Danish Ministry of Culture, the Danish Ministry of Foreign Affairs, and the Environmental Department of the Gdańsk City Office. It was brought to Gdańsk by the Polish foundation Kultura nad Kulturą and conceptualized by Agnieszka Wołodźko, a painter, exhibition curator, and author of the blog Pomiędzy sztuką a życiem. The installation was in place from [add dates if available], after which maintenance was handed over to the local community.
The Growroom was not intended as a long-term urban feature but rather as a temporary initiative to explore the role of small-scale green spaces in cities. While it provided a brief opportunity for local engagement with urban gardening, it was ultimately a short-lived addition to the district. (1-4)",https://malaojczyzna.pomyslodalnia.pl/growroom-sferyczny-ogrod-spoleczny-w-gdansku/,1,1,1,2,1,0,2,1,2,2,3,1,2,3,2,2,5,4,8,9
320,Iaşi (FUA),Europe,Urban Natural Area Ciric,Aria Naturală Urbană Ciric,"""Urban Natural Area Ciric"" is an initiative aimed at designating the forest and lakes of the Ciric area, located on the outskirts of the city of Iași, as an Urban Natural Area. To achieve this goal, the initiating organizations—NGO Civica and the Ornithological Association of Iași (SOR)—have developed a comprehensive report focused on the Ciric natural area, which monitors species and habitats while identifying pressure points on biodiversity and necessary conservation actions, as well as the benefits these areas provide.
In the Ciric area, various flora and fauna species have been identified, with some holding high protection status (14 bird species) or being of community importance and conservation interest. However, this ecological richness faces threats, as factors such as rapid urbanization, water pollution, and waste disposal have been identified as significant risks to the ecosystems.
In response to these challenges, the NGO aims to collaborate with the municipality to create protective municipal laws that will not only recognize the area as an Urban Natural Area but also ensure its inclusion in development plans. This partnership seeks to establish regulatory measures and strategies that will safeguard and enhance the biodiversity and ecosystems of Ciric. Additionally, the organizations have highlighted the social and physical benefits of the area for residents, including flood regulation and prevention, pest control, provision of clean air, and recreational and scientific opportunities.
To further raise support and awareness for their efforts, SOR and Civica conduct guided tours, educational workshops, and photographic exhibitions. They have also set up two informational panels in the area that highlight the biodiversity of Ciric. Furthermore, the two NGOs have partnered with  regional organizations to create the ""Rețeaua națională de arii naturale urbane"" (The National Network of Urban Natural Areas) and have received funding from the EEA Grants. (1-8)",https://asociatiacivica.ro/noutati/padurea-si-lacurile-ciric-pot-deveni-o-arie-naturala-urbana/,2,4,4,4,2,0,4,1,3,3,3,4,3,3,3,3,14,7,13,12
321,Cartagena (FUA),Latin America and the Caribbean,Restoration around the Bazurto Market,Recuperacion en zona del Mercado de Bazurto,"The environmental and public space recovery project around the Bazurto Market in Cartagena is a comprehensive initiative aimed at addressing the severe environmental degradation and chaotic urban conditions in this vital area of the city. The Bazurto Market, one of Cartagena's most important economic hubs,  had experienced increasing levels of disorganization, pollution, and public health risks due to the encroachment of informal vendors and improper waste management (ref 1,2,5). The primary goals of this project are to restore the ecological health of the Caño de Bazurto and the Ciénaga de las Quintas, enhance the quality of public spaces around the market, and improve the overall urban environment (ref 1). Project activities included removal of waste from the surrounding water bodies, installation of protective barriers along the Ciénaga de las Quintas, and the planting of trees to revitalize green spaces (ref 3,4).  Emphasis was placed on planting of a variety of tree species, such as Guayacán Amarillo, Ceiba, and fruit trees like níspero and mango. These efforts were concentrated in areas around the Bazurto Market, where green spaces had been neglected or overtaken by informal commercial activities. The project also included the restructuring of vendor locations and public spaces to reduce congestion and improve the flow of both pedestrian and vehicular traffic (ref 5). Educational campaigns were conducted to encourage better waste disposal practices and enhance community involvement (ref 1).",NA,1,1,2,4,3,1,3,1,1,1,4,3,2,3,1,1,8,8,9,7
322,Berlin (FUA),Europe,Nano forest in Berlin,Nanowald an der Oderstraße,"On a small roadside green space in Berlin, a tiny forest was created. The idea of Tiny Forests comes from Japan, there are already some in France and the Netherlands, and since 2020 also in Germany. Tiny forests are constituted of trees planted densely next to each other in small spaces, such as tiny green roadsides. 
At Oderstraße, the NGO TinyForestBerlin planted an even smaller forest, a nano forest on a roadside where trees cool down the area, filter the air and create a habitat for insects. Trees in urban areas loosen up the dense and degraded soil, allowing it to store carbon and let rainwater properly seep into the ground to prevent urban flooding. Roadsides are hardly utilised or recognized in their environmental potential, such as hosting a nano forest. Projects like the one implemented by TinyForestBerlin present an approach for collaboration between the district and civil society, as the district's park department lack the capacity to maintain small roadsides. The project at Oderstraße is the first official tiny forest in Berlin, as a previous planting campaign in Friedrichshain was not entirely legal due to missing approval of local authorities. (Ref. 2; Ref. 5) 
The TinyForestBerlin association has set itself the goal of creating such small nano-forests all over Berlin. An ambitious project that aims to enrich the city's green spaces and contribute to improving the urban climate. The trees planted on Oderstraße are one of many smaller planting projects that are spread throughout the city on public as well as private land. (Ref. 3)",https://www.tinyforestberlin.de/2023/12/07/einen-neuen-nanowald-fuer-die-oderstrasse/,4,3,3,2,4,0,2,1,1,1,3,1,3,2,2,1,12,7,6,8
323,Cagliari (FUA),Europe,Recovery of Santa Gilla Lagoon,Tutela dello Stagno di Santa Gilla,"The Santa Gilla lagoon, a crucial wetland in the Cagliari metropolitan area of Sardinia, has been the focus of several interventions aimed at restoring and preserving its natural and socio-economic functions. The overarching goal of these projects is to rehabilitate the lagoon's ecosystems, improve public accessibility, and promote sustainable economic activities such as eco-tourism and fishing. One significant intervention is the restoration of pedestrian and cycling paths around the lagoon, managed by CACIP (Consorzio Industriale Provinciale di Cagliari) in collaboration with the Metropolitan City of Cagliari. With over two million euros in funding, this project aimed to recover the original profiles of the lagoon's embankments, while removing waste from the area and enhancing the paths for non-motorized mobility (2). Another crucial development was the legal action taken by the Corpo Forestale (Forestry Corps) in 2020 to address illegal constructions and pollution along the lagoon's eastern shores. This action included the sequestration of areas used for illegal fishing activities, where hazardous materials and waste were improperly disposed of, leading to environmental degradation​ (1). Furthermore, environmental groups have made continuous efforts to address illegal dumping near the lagoon, particularly along the SS 195 highway. These groups have actively sought the intervention of local authorities to initiate cleanup operations and enforce regulations against illegal waste disposal​ (4). The projects were implemented primarily to address the significant environmental hazards facing the Santa Gilla lagoon, including pollution from illegal dumping, habitat degradation due to unauthorized constructions, and the overall loss of biodiversity. These activities also aimed to mitigate the socio-economic risks posed by the deteriorating environmental conditions, such as the decline in tourism and sustainable fishing practices (1,2,4).",http://www.sardegnaambiente.it/index.php?xsl=612&s=414806&v=2&c=4577&idsito=19,3,4,3,4,2,1,4,NA,3,1,3,4,2,3,2,2,14,7,11,9
324,Miskolc (FUA),Europe,Fairy Garden - WOW recreational park,Tündérkert - WOW Pihenőpark,"The Fairy Garden, also known as the WOW Recreational Park, is a distinctive green space located near Diósgyőr Castle in Miskolc, Hungary. Since its opening in April 2020, the park has quickly gained popularity, earning third place in the 2020 Tourism Attraction of the Year award in the professional category. Once a neglected and polluted site with historical significance, the area was transformed by a local entrepreneur. After removing over sixty containers of waste, including hazardous materials, a park was created that harmonizes with the natural environment, preserving existing willow trees and integrating water features fed by local streams. When creating the park, the creators respected the plants of the area to the maximum, not a single tree was cut down, and the fruit trees were also kept.
The park boasts various decorative elements, including a carousel, a garden cinema, and other amenities. However, in September 2021, it was closed indefinitely for renovations. Gábor Vaszil, the lessee who had rented the land from the Miskolc municipality, intended to purchase the property for further development. Despite initial support from the local government, the transaction was halted due to concerns raised by the regional Water Management and Protection Authority regarding the protection of Miskolc's drinking water resources. Their ongoing investigation has delayed any further decisions about the sale or the future of the park. In the meantime, the garden remains open to the public for leisurely walks, similar to other municipal parks in Miskolc.
(Ref.1-4)",https://www.hellomiskolc.hu/tunderkert,1,1,3,3,2,0,3,1,4,2,2,2,3,2,1,1,8,6,10,7
325,Sevilla (FUA),Europe,Los Remedios park,NA,"The old Altadis tobacco factory in the Los Remedios neighbourhood of Seville is being transformed into an area with offices, hotels and lots of green space. New green space will connect existing green areas next to the river, resulting in a total of 13 378 m2 of green areas within 3 ha of public space. The park will increase the number of trees in the area by 60 per cent, creating a lot more shaded areas, which are needed during the hot summers [Ref. 1-5]. Additionally, the trees will contribute to carbon sequestration, improve air quality and promote biodiversity [Ref. 5]. The park is meant to become a popular destination for recreation, new entrances and a bridge over the river will connect the surrounding neighbourhoods to the park [Ref. 1-3]. There will be areas for physical activity, dog walking and play for children [Ref. 1, 4]. The project is being carried out by real estate company KKH Property Investment, which owns the land and will invest 250 million EUR in the project as a whole, of which 5 million EUR is designated for green spaces. KKH has made an agreement with the City of Seville to ensure the project has benefits for the area and its citizens, and follows previous plans for the area, which have involved citizen participation [Ref. 3, 6, 9].",https://www.diariodesevilla.es/sevilla/sombra-cubrira-nuevo-parque-Altadis-Sevilla-video_0_1880512989.html,2,1,2,3,1,1,3,1,1,3,4,3,3,3,2,2,8,6,11,10
326,Iaşi (FUA),Europe,Adopt a linden tree,Adoptă un tei,"""Adopt a linden tree"" is a project that involved the planting and adoption of linden trees in the city of Iași, spanning from 2019 to 2023 across three editions (1 to 8). The campaign was spearheaded by the National Athenaeum of Iași, in collaboration with the Mihai Eminescu Association from Vienna (2). This initiative was launched in celebration of the Athenaeum's 100th anniversary, and it specifically chose the linden tree because of its deep-rooted symbolism in the city of Iași.  The tree is not only a natural landmark but also carries cultural and historical weight, as it is closely associated with Romania’s national poet, Mihai Eminescu, who is known for his love of linden trees.
In 2019, 100 linden trees were planted, a number that was repeated in 2020. In the 2023 edition, 50 trees were added, bringing the total number of trees planted through this project to 250 (1 & 4 & 5). An important and unique aspect of the initiative is the ""adoption"" of the trees by volunteers who participated in the campaign. These volunteers not only lent their names to the trees but also took on the responsibility for their care, ensuring the trees' survival and growth until they reached maturity . 
Volunteers were encouraged to participate, and the campaign was supported by donations from individuals, businesses, and public institutions. The municipality of Iași also contributed by providing funds, approving the initiative, and preparing the land through its subsidiary, Servicii Publice Iași S.A., reflecting strong public-private collaboration.
Beyond its cultural significance, the campaign aimed to achieve several other objectives. These included enhancing the city’s aesthetics, promoting community engagement, and improving the quality of life in Iași by contributing to cleaner air and a healthier environment . The initiative also aimed to raise environmental awareness among residents and foster a stronger sense of responsibility toward the natural world. (1-8)",https://www.ateneuiasi.ro/adopta-un-tei/,2,1,4,2,4,0,2,1,4,1,4,1,3,3,3,4,9,7,10,13
327,Mobile (FUA),Northern America,City of Fairhope: Working Waterfront and Greenspace Restoration Project,City of Fairhope - Working Waterfront and Greenspace Restoration Project,"Fairhope's Municipal Pier is a popular bayfront destination featuring a 1/4-mile pier, swimming areas, picnic spots, a landscaped rose garden, benches, restrooms, a marina, a restaurant, walking trails, and a duck pond. However, the area has been fragilized over the years. The beaches are absent and less prominent now, due in large measure to the presence of shoreline hardening (Ref 5), making the shoreline more vulnerable to climate hazards (Ref 5).
The main goal of the Working Waterfront and Greenspace Restoration Project is to introduce safe and user-friendly improvements to the 10-acre South Beach Park area, which encompasses the Municipal Pier (Ref 2). These upgrades aim to enhance the public's use and access of the waterfront, while ensuring the park's long-term resilience and sustainability (Ref 2). The new design tackles both the structural issues of the bulkhead/seawall and the overall aesthetics of the Fairhope Pier area (Ref 2).
Over the years, storms, particularly Hurricanes Sally and Zeta, have compromised the structural integrity of the anchoring hardware of the bulkhead/seawall, causing parts of the wall to shift. Additionally, water intrusion behind the wall has eroded the soil supporting the walkway in certain areas (Ref 2). Other important features include new handrails, decking, restroom facilities, and lights on the pier. The project will also add new stairs leading to the bluff, restore the fountain, and renovate the parking lot. A funicular lift will be installed at the bluff to enhance accessibility (Ref 5).
Pedestrian safety will be improved to meet the requirements of the Americans with Disabilities Act. Other enhancements include landscaping with new irrigation, and the construction of new sidewalks (Ref 2, Ref 4).",https://www.fairhopeal.gov/community/working-waterfront,2,1,2,3,2,1,3,1,1,3,2,1,3,3,2,2,8,7,7,10
